Designator,Mid X,Mid Y,Layer,Rotation
C1,143.005000mm,-76.340000mm,Bottom,0.000000
C2,147.655000mm,-76.340000mm,Bottom,0.000000
C3,156.335000mm,-76.090000mm,Bottom,0.000000
C4,160.545000mm,-76.090000mm,Bottom,0.000000
C5,121.535000mm,-94.195000mm,Bottom,0.000000
C6,124.605000mm,-94.195000mm,Bottom,0.000000
C7,164.755000mm,-76.090000mm,Bottom,0.000000
C8,168.965000mm,-76.090000mm,Bottom,0.000000
C9,122.105000mm,-80.915000mm,Bottom,0.000000
C10,126.315000mm,-80.915000mm,Bottom,0.000000
C11,130.525000mm,-80.915000mm,Bottom,0.000000
C12,134.735000mm,-80.915000mm,Bottom,0.000000
C13,138.945000mm,-80.915000mm,Bottom,0.000000
C14,143.155000mm,-80.915000mm,Bottom,0.000000
C15,147.365000mm,-80.915000mm,Bottom,0.000000
C16,151.575000mm,-80.915000mm,Bottom,0.000000
C17,155.785000mm,-80.915000mm,Bottom,0.000000
C18,159.995000mm,-80.915000mm,Bottom,0.000000
C19,164.205000mm,-80.915000mm,Bottom,0.000000
C20,168.415000mm,-80.915000mm,Bottom,0.000000
C21,122.105000mm,-83.625000mm,Bottom,0.000000
C22,126.315000mm,-83.625000mm,Bottom,0.000000
C23,130.525000mm,-83.625000mm,Bottom,0.000000
C24,134.735000mm,-83.625000mm,Bottom,0.000000
C25,138.945000mm,-83.625000mm,Bottom,0.000000
C26,143.155000mm,-83.625000mm,Bottom,0.000000
C27,147.365000mm,-83.625000mm,Bottom,0.000000
D17,43.020000mm,-98.775000mm,Bottom,0.000000
D18,152.125000mm,-76.130000mm,Bottom,0.000000
FB1,57.200000mm,-98.355000mm,Bottom,0.000000
FB2,61.410000mm,-98.355000mm,Bottom,0.000000
FB3,65.620000mm,-98.355000mm,Bottom,0.000000
FB4,69.830000mm,-98.355000mm,Bottom,0.000000
J_MAINSW,-62.000000mm,-108.000000mm,Bottom,0.000000
J_PANEL,-116.000000mm,96.000000mm,Bottom,90.000000
J_PIJ2,-44.000000mm,-108.000000mm,Bottom,0.000000
Q1,127.905000mm,-77.060000mm,Bottom,0.000000
Q2,133.015000mm,-77.060000mm,Bottom,0.000000
Q3,138.125000mm,-77.060000mm,Bottom,0.000000
Q4,-130.400000mm,-104.000000mm,Bottom,0.000000
R1,151.575000mm,-83.625000mm,Bottom,0.000000
R2,155.785000mm,-83.625000mm,Bottom,0.000000
R3,159.995000mm,-83.625000mm,Bottom,0.000000
R4,164.205000mm,-83.625000mm,Bottom,0.000000
R5,168.415000mm,-83.625000mm,Bottom,0.000000
R6,122.105000mm,-86.335000mm,Bottom,0.000000
R7,126.315000mm,-86.335000mm,Bottom,0.000000
R8,130.525000mm,-86.335000mm,Bottom,0.000000
R9,134.735000mm,-86.335000mm,Bottom,0.000000
R10,138.945000mm,-86.335000mm,Bottom,0.000000
R11,143.155000mm,-86.335000mm,Bottom,0.000000
R12,147.365000mm,-86.335000mm,Bottom,0.000000
R13,151.575000mm,-86.335000mm,Bottom,0.000000
R14,155.785000mm,-86.335000mm,Bottom,0.000000
R15,159.995000mm,-86.335000mm,Bottom,0.000000
R16,164.205000mm,-86.335000mm,Bottom,0.000000
R17,168.415000mm,-86.335000mm,Bottom,0.000000
R18,122.105000mm,-89.045000mm,Bottom,0.000000
R19,126.315000mm,-89.045000mm,Bottom,0.000000
R20,130.525000mm,-89.045000mm,Bottom,0.000000
R21,134.735000mm,-89.045000mm,Bottom,0.000000
R22,138.945000mm,-89.045000mm,Bottom,0.000000
R23,143.155000mm,-89.045000mm,Bottom,0.000000
R24,147.365000mm,-89.045000mm,Bottom,0.000000
R25,151.575000mm,-89.045000mm,Bottom,0.000000
R26,155.785000mm,-89.045000mm,Bottom,0.000000
R27,159.995000mm,-89.045000mm,Bottom,0.000000
R28,164.205000mm,-89.045000mm,Bottom,0.000000
R29,168.415000mm,-89.045000mm,Bottom,0.000000
R30,122.105000mm,-91.755000mm,Bottom,0.000000
R31,126.315000mm,-91.755000mm,Bottom,0.000000
R32,130.525000mm,-91.755000mm,Bottom,0.000000
R33,134.735000mm,-91.755000mm,Bottom,0.000000
R34,138.945000mm,-91.755000mm,Bottom,0.000000
R35,143.155000mm,-91.755000mm,Bottom,0.000000
R36,147.365000mm,-91.755000mm,Bottom,0.000000
R37,151.575000mm,-91.755000mm,Bottom,0.000000
R38,155.785000mm,-91.755000mm,Bottom,0.000000
R39,159.995000mm,-91.755000mm,Bottom,0.000000
R40,164.205000mm,-91.755000mm,Bottom,0.000000
R41,168.415000mm,-91.755000mm,Bottom,0.000000
R44,-130.400000mm,-108.000000mm,Bottom,0.000000
R45,-130.400000mm,-112.000000mm,Bottom,0.000000
U1,141.335000mm,-60.775000mm,Bottom,0.000000
U2,155.060000mm,-60.775000mm,Bottom,0.000000
U3,127.330000mm,-62.955000mm,Bottom,0.000000
U4,165.890000mm,-59.275000mm,Bottom,0.000000
U5,168.875000mm,-72.235000mm,Bottom,0.000000
U6,124.075000mm,-72.235000mm,Bottom,0.000000
U7,132.225000mm,-72.235000mm,Bottom,0.000000
U8,140.375000mm,-72.235000mm,Bottom,0.000000
U9,122.675000mm,-77.060000mm,Bottom,0.000000
U10,148.525000mm,-72.235000mm,Bottom,0.000000
U11,156.675000mm,-72.235000mm,Bottom,0.000000
Y1,163.475000mm,-72.285000mm,Bottom,0.000000
BZ1,-149.000000mm,-97.000000mm,Top,90.000000
C28,-113.675000mm,105.645000mm,Top,0.000000
C29,-93.325000mm,105.895000mm,Top,0.000000
C30,-89.115000mm,105.895000mm,Top,0.000000
C31,-84.905000mm,105.895000mm,Top,0.000000
C32,-113.895000mm,102.145000mm,Top,0.000000
C33,-109.685000mm,102.145000mm,Top,0.000000
