Designator,Mid X,Mid Y,Layer,Rotation
R36,19.605000mm,3.295000mm,Bottom,0.000000
R49,23.815000mm,3.295000mm,Bottom,0.000000
R50,28.025000mm,3.295000mm,Bottom,0.000000
R51,32.235000mm,3.295000mm,Bottom,0.000000
R52,36.445000mm,3.295000mm,Bottom,0.000000
C7,25.105000mm,55.295000mm,Top,0.000000
C8,29.315000mm,55.295000mm,Top,0.000000
C9,48.105000mm,49.695000mm,Top,0.000000
C10,52.315000mm,49.695000mm,Top,0.000000
C13,70.025000mm,43.145000mm,Top,0.000000
C14,61.605000mm,40.435000mm,Top,0.000000
C17,28.605000mm,31.705000mm,Top,0.000000
C18,32.815000mm,31.705000mm,Top,0.000000
C20,15.105000mm,17.810000mm,Top,0.000000
C21,19.315000mm,17.810000mm,Top,0.000000
C22,15.105000mm,15.100000mm,Top,0.000000
C23,15.925000mm,43.640000mm,Top,0.000000
C24,15.925000mm,39.190000mm,Top,0.000000
C25,19.315000mm,15.100000mm,Top,0.000000
C26,15.925000mm,34.740000mm,Top,0.000000
C27,15.925000mm,30.290000mm,Top,0.000000
C28,15.925000mm,25.840000mm,Top,0.000000
C29,15.925000mm,21.390000mm,Top,0.000000
C30,15.105000mm,12.390000mm,Top,0.000000
C32,41.235000mm,26.285000mm,Top,0.000000
C33,53.455000mm,32.835000mm,Top,0.000000
C34,48.425000mm,31.965000mm,Top,0.000000
C35,47.605000mm,28.385000mm,Top,0.000000
C36,51.815000mm,28.385000mm,Top,0.000000
C37,56.025000mm,28.385000mm,Top,0.000000
C38,30.555000mm,60.045000mm,Top,0.000000
C39,56.525000mm,49.695000mm,Top,0.000000
C40,37.025000mm,23.575000mm,Top,0.000000
D1,60.270000mm,59.205000mm,Top,0.000000
FB1,64.480000mm,59.245000mm,Top,0.000000
J_HARN1,6.247500mm,45.890000mm,Top,0.000000
J_PWR1,5.242500mm,17.550000mm,Top,0.000000
L1,17.155000mm,50.120000mm,Top,0.000000
Q1,41.180000mm,42.175000mm,Top,0.000000
Q2,29.055000mm,35.385000mm,Top,0.000000
Q3,34.165000mm,35.385000mm,Top,0.000000
Q4,39.275000mm,35.385000mm,Top,0.000000
R2,61.605000mm,43.145000mm,Top,0.000000
R3,60.735000mm,49.695000mm,Top,0.000000
R4,65.815000mm,43.145000mm,Top,0.000000
R8,28.605000mm,23.575000mm,Top,0.000000
R9,32.815000mm,23.575000mm,Top,0.000000
R10,37.025000mm,31.705000mm,Top,0.000000
R11,41.235000mm,31.705000mm,Top,0.000000
R12,28.605000mm,28.995000mm,Top,0.000000
R13,32.815000mm,28.995000mm,Top,0.000000
R15,64.945000mm,49.695000mm,Top,0.000000
R30,19.315000mm,12.390000mm,Top,0.000000
R31,15.105000mm,9.680000mm,Top,0.000000
R32,19.315000mm,9.680000mm,Top,0.000000
R33,15.105000mm,6.970000mm,Top,0.000000
R34,19.315000mm,6.970000mm,Top,0.000000
R35,15.105000mm,4.260000mm,Top,0.000000
R37,37.025000mm,28.995000mm,Top,0.000000
R38,41.235000mm,28.995000mm,Top,0.000000
R39,28.605000mm,26.285000mm,Top,0.000000
R40,32.815000mm,26.285000mm,Top,0.000000
R41,37.025000mm,26.285000mm,Top,0.000000
R42,65.815000mm,40.435000mm,Top,0.000000
R43,70.025000mm,40.435000mm,Top,0.000000
R44,61.605000mm,37.725000mm,Top,0.000000
R45,65.815000mm,37.725000mm,Top,0.000000
R46,70.025000mm,37.725000mm,Top,0.000000
R47,41.235000mm,23.575000mm,Top,0.000000
R48,61.605000mm,35.015000mm,Top,0.000000
U1,16.725000mm,57.850000mm,Top,0.000000
U2,50.500000mm,29.000000mm,Top,0.000000
U5,51.030000mm,39.345000mm,Top,0.000000
U7,52.250000mm,55.825000mm,Top,0.000000
U8,32.750000mm,41.105000mm,Top,0.000000
X1,25.725000mm,59.025000mm,Top,0.000000
